Immatriculation,Sous activité,Genre
BY-252-KK,TAUT dédiée,SREM
2656 VP 88,Tautl.  ZC,TAUT
2655 VP 88,Tautl.  ZL,TAUT
CN-334-QT,Plateaux,SREM
XF1901,Plateaux,SREM
XF1906,Plateaux,SREM
BY-992-KH,Location externe,SREM
CA-998-CV,F.M.   ZL,FM
CP-561-EN,Plateaux,PLAT
BY-547-KJ,F.M.   ZC,SREM
BY-205-KK,F.M.   ZC,SREM
BY-624-KJ,Tautl.  ZC,SREM
CC-478-MH,Benne TP,SREM
BY-276-BF,Tautl.  ZC,SREM
BY-132-BF,Tautl.  ZC,SREM
BY-852-BD,Tautl.  ZC,SREM
BY-574-BE,Tautl.  ZC,SREM
BY-515-BE,Tautl.  ZC,SREM
CB-437-ZE,Benne TP,SREM
CK-631-TY,Benne TP,BEN
AH-011-BS,Benne TP,BEN
CL-495-XY,Benne TP,BEN
CL-549-XY,Benne TP,SREM
BK-850-PE,Benne TP,BEN
CN-741-QT,Plateaux,PLAT
7943 RX 88,Navettes,TAUT
9205 RX 88,Navettes,TAUT
BE-330-KQ,Navettes,TAUT
AD-153-WL,Inconnue,TAUT
4154 SH 88,Navettes,TAUT
BE-935-CV,Navettes,TAUT
7032 SH 88,Navettes,TAUT
BC-130-TL,Navettes,SREM
CL-939-WJ,Tautl.  ZC,TAUT
4835 VM 88,Benne TP,SREM
6896 VM 88,Benne TP,SREM
6973 VM 88,Benne TP,SREM
CN-704-YK,Service général,SREM
CM-656-QA,Service général,FM
XF1905,Plateaux,SREM
CH-264-EX,Benne TP,SREM
BY-084-KK,Organisation dédiée,TAUT
CL-078-XY,Inconnue,SREM
5991 WWL 62,,BEN
CA-220-YM,Inconnue,TAUT
CA-272-YM,Inconnue,TAUT
CA-345-YM,Inconnue,TAUT
2651 VP 88,Tautl.  ZC,TAUT
2650 VP 88,Tautl.  ZC,TAUT
CC-632-KW,F.M.   ZC,SREM
BY-564-NL,F.M.   ZL,SREM
CC-681-KW,F.M.   ZC,SREM
BX-476-PR,Tautl.  ZC,TAUT
7192 SX 88,,TAUT
CC-094-KP,F.M.   ZC,SREM
BX-871-NH,Tautl.  ZC,SREM
BX-985-NH,Tautl.  ZC,TAUT
2958 VS 88,Citerne Pulvé,CIT
XF1907,Plateaux,SREM
2331 SF 88,Inconnue,TAUT
CQ-373-RN,Citerne Pulvé,SREM
2007 TS 88,Benne ferraille,BEN
9729 TL 88,Benne TP,BEN
BX-367-HX,TAUT double poste,TAUT
9116 SP 88,Benne TP,BEN
9085 ST 88,Benne TP,BE
7335 VL 88,Plateau dédié,PLAT
CQ-380-ZW,Benne TP,SREM
CQ-663-VD,Citerne Pulvé,SREM
CP-661-GA,Citerne Pulvé,SREM
CX-072-QT,Benne TP,SREM
CC-789-TZ,Tautl.  ZL,TAUT
CL-356-KT,Benne TP,BEN
CL-285-KT,Benne TP,BEN
CQ-598-VD,Citerne Pulvé,SREM
CZ-102-VK,Citerne Pulvé,SREM
BV-704-HT,Tautl.  ZC,TAUT
CQ-734-RM,Citerne Pulvé,SREM
7831 VE 88,Inconnue,PC
7834 VE 88,Inconnue,PC
7835 VE 88,Inconnue,PC
2932 VH 88,Benne TP,BEN
773 BFD 57,Benne ferraille,SREM
CL-401-XT,Benne TP,BEN
DD-661-BR,Benne TP,BEN
BG-627-KK,TAUT double poste,FOUR
CN-529-HV,TAUT double poste,SREM
CN-672-HV,Tautl.  ZC,SREM
DB-743-GN,Citerne Pulvé,SREM
CD-667-YF,Tautl.  ZL,TAUT
DC-840-KA,Benne TP,BEN
CZ-032-LG,Benne TP,SREM
DE-763-XT,Benne TP,BEN
DK-139-ZB,Tautl.  ZC,SREM
CB-512-ZB,Benne TP,SREM
CY-478-NL,Ampliroll,CAM
FX1328,Plateaux,TRR
FX1327,Plateaux,TRR
XF1931,Plateau dédié,SREM
CA-239-CW,Tautl.  ZC,SREM
CZ-734-VD,Tautl.  ZC,SREM
CA-373-CW,Tautl.  ZC,TAUT
CB-607-CH,Tautl.  ZC,TAUT
CJ-297-YK,F.M.   ZC,SREM
CJ-425-YK,F.M.   ZC,SREM
CJ-383-YK,F.M.   ZC,SREM
CQ-303-NF,F.M.   ZC,SREM
CQ-141-NF,TAUT double poste,SREM
6380 RK 88,Benne TP,BEN
CZ-961-WY,Tautl.  ZC,SREM
CM-350-YL,Benne TP,BEN
CZ-798-WZ,Tautl.  ZC,SREM
1078 TB 88,Benne TP,BEN
CZ-393-WZ,Tautl.  ZC,SREM
DA-101-TQ,F.M.   ZC,TRR
CQ-825-JT,F.M.   ZC,SREM
CQ-536-NR,F.M.   ZC,SREM
CQ-032-WP,F.M.   ZC,SREM
CR-350-LE,F.M.   ZC,SREM
DB-647-TF,Service général,CAM
3282 SV 88,,BEN
CE-575-YR,Inconnue,TAUT
CA-462-CV,Tautl.  ZC,SREM
CM-110-HJ,Benne TP,SREM
CM-950-HH,Benne TP,SREM
CM-200-HJ,Benne TP,BEN
CM-231-HJ,Benne TP,SREM
AA-754-ZS,Tautl.  ZC,SREM
AA-422-ZT,Tautl.  ZC,SREM
7666 VQ 88,Citerne PN,SREM
7667 VQ 88,Citerne PN,SREM
DC-278-MM,Benne TP,SREM
DF-402-FX,Benne TP,SREM
442 VD 88,Benne ferraille,BEN
CP-056-QX,Benne ferraille,BEN
CP-923-QW,Benne ferraille,BEN
7843 VA 88,Benne ferraille,BEN
1239 RJ 88,Benne ferraille,BEN
1267 RV 88,Benne ferraille,BEN
8463 RY 88,Benne ferraille,BEN
CN-107-JZ,Benne ferraille,SREM
AS-616-PT,Benne TP,SREM
CL-294-ET,Benne ferraille,SREM
BL-199-BH,F.M.   ZC,SREM
CL-131-ES,Benne ferraille,BEN
CH-315-EX,Benne TP,SREM
CN-272-PS,F.M.   ZL,SREM
CB-702-HG,F.M.   ZL,SREM
CA-841-CW,Tautl.  ZC,TAUT
CA-505-CW,Tautl.  ZC,TAUT
CA-661-CW,Tautl.  ZC,TAUT
CP-289-EN,Tautl.  ZC,SREM
CP-394-EN,F.M.   ZC,SREM
BY-273-HJ,Tautl.  ZC,SREM
CB-430-QC,Tautl.  ZC,TAUT
CC-585-AV,Tautl.  ZC,TAUT
CN-204-JY,Benne ferraille,SREM
2370 TM 88,Benne ferraille,BEN
9477 RN 88,Benne TP,BEN
7667 RM 88,Benne ferraille,BEN
CQ-416-RN,TAUT double poste,FOUR
7813 TW 88,TAUT double poste,FOUR
CL-292-ES,Benne ferraille,SREM
CA-166-CW,Tautl.  ZC,SREM
BX-122-NJ,Tautl.  ZC,TAUT
BX-061-NJ,Tautl.  ZC,SREM
BX-530-NJ,Tautl.  ZC,SREM
BX-394-NJ,Tautl.  ZC,SREM
BC-597-TL,Benne ferraille,BEN
434 SQ 88,Citerne Pulvé,PULV
2908 SW 88,Benne TP,BEN
CX-101-QT,Benne TP,BEN
1931 TP 88,Benne 67,BEN
DC-243-ZK,Benne TP,BEN
CX-206-QT,Benne TP,BEN
CX-134-QT,Benne TP,BEN
CL-675-KS,Benne TP,SREM
CL-852-KS,Benne TP,SREM
CL-974-KS,Benne TP,SREM
CD-035-YH,Tautl.  ZL,TAUT
CD-923-YG,Tautl.  ZL,TAUT
CP-745-GA,Tautl.  ZL,TAUT
CD-092-YH,Tautl.  ZL,TAUT
CZ-799-BG,Inconnue,BEN
CD-056-YH,Tautl.  ZL,TAUT
AJ-464-ZK,Plateau dédié,SREM
CQ-538-CD,Plateau dédié,SREM
CQ-843-CF,Plateau dédié,SREM
CV-875-AV,TAUT dédiée,SREM
DB-132-KD,Plateaux,TRR
DB-136-KD,Plateaux,TRR
DB-208-KD,F.M.   ZC,TRR
DB-211-KD,Tautl.  ZL,TRR
DB-226-KD,F.M.   ZL,TRR
DB-221-KD,F.M.   ZL,TRR
DF-732-NL,F.M.   ZC,SREM
DF-264-YG,F.M.   ZC,SREM
DF-538-ZR,F.M.   ZC,SREM
DF-161-VD,F.M.   ZC,SREM
DF-136-ZL,F.M.   ZC,SREM
DF-075-ZR,F.M.   ZC,SREM
DF-884-VC,F.M.   ZC,SREM
DA-666-RB,Porte container,SRTC
DB-575-BF,Porte container,SRTC
FX1519,Plateau dédié,TRR
DY-308-HG,F.M.   ZC,TRR
DY-317-HG,F.M.   ZC,TRR
CP-082-FB,,VP
DE-406-GW,,CTTE
CW-297-YV,,CTTE
ITM,Inconnue,TRR
FX1404,Plateaux,TRR
DD-701-RQ,F.M.   ZC,TRR
DD-101-TK,F.M.   ZC,TRR
DD-081-TK,F.M.   ZC,TRR
DD-088-TK,F.M.   ZC,TRR
DB-768-XK,Benne ZL,TRR
DB-773-XK,Benne ZL,TRR
DM-402-KA,F.M.   ZC,SREM
DQ-172-BA,F.M.   ZC,TRR
DQ-383-BA,F.M.   ZC,TRR
DQ-866-DM,Frigo,TRR
DY-730-JT,Traction,TRR
903 DLC 95,Porteur Grue Dédié,CAM
940 EQW 95,Porteur Grue Dédié,CAM
AA-757-GS,Service général,CTTE
DJ-832-EW,Porteur dédié,CAM
DF-841-AX,Porteur Grue Dédié,REM
DR-152-FW,Porteur Grue Dédié,CAM
AJ-468-PY,Ampliroll,CAM
ED-024-YF,Benne TP,SREM
JG1605,,VP
CA-404-XS,Ampliroll,CAM
EF-409-RD,F.M.   ZC,TRR
EF-819-QR,F.M.   ZC,TRR
EF-787-RG,,TRR
DF-469-CM,F.M.   ZC,SREM
DL-116-YV,TAUT double poste,TRR
DL-122-YV,F.M.   ZC,TRR
BK-122-KN,Porteur Grue Dédié,CAM
440 EWA 95,Porteur Grue Dédié,CAM
CC-429-XY,Porteur Grue Dédié,CAM
EA-467-TF,F.M.   ZC,TRR
EA-178-TF,Fond mouvant double poste,TRR
EA-982-TF,F.M.   ZC,TRR
EA-770-TF,F.M.   ZC,TRR
EA-256-TG,Fond mouvant double poste,TRR
DZ-886-FH,,VP
7338 VS 88,,CTTE
EF-079-BE,F.M.   ZC,TRR
EF-157-BE,Citerne Pulvé,TRR
EF-514-BD,Benne ferraille,TRR
EF-279-BE,Benne ferraille,TRR
EF-759-BC,Citerne déchets,TRR
EF-011-BD,Citerne déchets,TRR
EF-235-BE,Inconnue,TRR
EF-316-BD,Ampliroll,TRR
EF-206-BE,Benne TP,TRR
DP-176-HR,Benne ferraille,SREM
DP-239-HR,Benne ferraille,SREM
DP-591-FG,Ampliroll,SREM
DP-041-YK,Tautl.  ZC,TRR
DP-853-YW,Tautl.  ZC,TRR
DP-032-YW,F.M.   ZC,TRR
BH-899-KM,Ampliroll,TRR
EF-699-BD,Tracteur Grue,TRR
EF-886-RD,Benne ferraille,TRR
EF-031-VX,,TRR
FX1626,,TRR
BL-339-EX,Administration,VP
CH-412-ML,Administration,VP
AT-471-VN,,VP
DK-197-QM,Frigo double poste,CAM
8057 ZF 14,Porteur Grue Dédié,CAM
AD-087-JF,,CAM
FX1324,Plateaux,TRR
CR-520-EQ,Plateau dédié,SREM
DC-330-CW,Tautl.  ZC,TRR
DC-334-CW,F.M.   ZC,TRR
DC-349-CW,Tautl.  ZC,TRR
DC-151-LK,F.M.   ZC,TRR
DC-161-LK,F.M.   ZC,TRR
DC-167-LK,F.M.   ZC,TRR
DC-174-LK,F.M.   ZC,TRR
DC-183-LK,TAUT dédiée,TRR
DM-270-ZF,,CAM
DX-322-WW,Ampliroll,SREM
DY-104-LW,F.M.   ZC,SREM
DY-825-NC,F.M.   ZL,SREM
DY-257-XA,F.M.   ZC,SREM
DY-081-XA,F.M.   ZC,SREM
BG-164-NY,F.M.   ZC,SREM
EA-320-WM,F.M.   ZC,SREM
EA-458-WM,F.M.   ZC,SREM
EA-564-WM,F.M.   ZC,SREM
YE7369,Affectation Fimalux,VP
623 EVD 95,TAUT dédiée,CAM
164 EAW 95,Service général,TRR
156 EAW 95,Administration,TRR
EA-312-ZS,Citerne PB,TRR
CX-481-NM,F.M.   ZC,TRR
CX-440-NM,F.M.   ZC,TRR
CX-462-NM,F.M.   ZC,TRR
CX-447-NM,F.M.   ZC,TRR
DK-534-YR,TAUT double poste,TRR
DN-937-PR,TAUT double poste,TRR
DN-343-WT,F.M.   ZC,TRR
DN-338-WT,F.M.   ZC,TRR
DP-784-BN,Organisation dédiée,TRR
DP-781-BN,Citerne PN,TRR
DP-778-BN,Citerne PN,TRR
DP-794-BN,F.M.   ZC,TRR
DP-799-BN,F.M.   ZC,TRR
DN-284-VG,Service général,
DT-681-MQ,F.M.   ZC,SREM
DT-866-MQ,F.M.   ZC,SREM
DT-210-MR,F.M.   ZC,SREM
456 EWA 95,Porteur Grue Dédié,CAM
EA-028-ZS,Citerne PB,TRR
EC-132-JE,Ampliroll,SREM
EC-088-JE,Ampliroll,SREM
CM-758-SX,Benne TP,SREM
CN-506-QT,Plateaux,SREM
ED-036-YC,F.M.   ZC,TRR
CQ-025-FG,Inconnue,TRR
CQ-016-FG,Inconnue,TRR
CQ-265-FH,F.M.   ZC,TRR
CQ-242-FH,F.M.   ZC,TRR
CQ-257-FH,F.M.   ZC,TRR
CN-791-YN,,CTTE
CS-718-AS,F.M.   ZC,SERM
ITMTR,Inconnue,TRR
DG-463-KE,,TRR
DH-999-TA,F.M.   ZL,TRR
BS-787-EC,Ampliroll,CAM
CC-254-FS,Ampliroll,REM
4814 RF 41,Inconnue,REM
5237 QP 41,Inconnue,REM
DN-679-YD,F.M.   ZC,SREM
DN-748-YD,Inconnue,SREM
DN-736-YH,F.M.   ZC,SREM
DN-156-TX,F.M.   ZC,SREM
DN-290-TX,F.M.   ZC,SREM
DQ-619-TB,F.M.   ZC,SREM
DQ-979-TP,F.M.   ZL,SREM
DQ-098-TQ,F.M.   ZC,SREM
DR-583-ZD,F.M.   ZL,SREM
DR-174-YT,F.M.   ZL,SREM
DS-784-CT,Citerne PB,TRR
DS-782-CT,Citerne PB,TRR
DS-792-CT,Citerne PB,TRR
DM-567-AY,,VP
DS-789-CT,Citerne PB,TRR
DS-864-PT,F.M.   ZC,SREM
DS-439-PV,F.M.   ZC,SREM
DS-022-PW,F.M.   ZC,SREM
DS-461-PW,F.M.   ZC,SREM
DS-808-YC,F.M.   ZC,SREM
DS-059-YD,F.M.   ZC,SREM
DS-538-YD,F.M.   ZC,SREM
CT-448-BV,Porteur Grue Dédié,CAM
CT-614-JM,Porteur BG Dédié,CAM
CT-656-SV,Tracteur Grue,TRR
CT-538-NG,Encadrement,CTTE
494 EAY 95,Inconnue,TRR
312 EEW 95,Inconnue,TRR
663 EEW 95,Inconnue,TRR
696 ENK 95,Inconnue,TRR
379 EJD 95,Inconnue,TRR
DY-690-QC,F.M.   ZC,TRR
DS-596-AV,,VP
CF-474-TR,Tautl.  ZL,SREM
EA-470-SC,F.M.   ZC,SREM
EA-671-SC,F.M.   ZC,SREM
CN-304-SN,Inconnue,TRR
EB-178-DH,Tautl.  ZC,TRR
EB-921-DF,Tautl.  ZC,TRR
DY-639-QG,,VP
DB-785-XK,F.M.   ZC,TRR
DD-455-VQ,Ampliroll,REM
DL-132-YV,F.M.   ZC,TRR
PNT41473,Affectation SA,TRR
PNT41471,Affectation SA,TRR
PNT41475,Affectation SA,TRR
PNT41474,Affectation SA,TRR
PNT41472,Affectation SA,TRR
FX1609,Plateaux,TRR
FX1612,Plateaux,TRR
FX1613,Plateaux,TRR
EC-028-XQ,F.M.   ZC,SREM
ED-452-AE,Ampliroll,CAM
CD-195-JC,F.M.   ZC,SREM
DW 663PE,,CTTE
AV-443-MJ,,CTTE
EE-392-BQ,Plateaux,SREM
EE-232-BQ,Plateaux,SREM
EE-435-BQ,Porteur Grue,REM
EE-458-JJ,Citerne PB,SREM
CL-642-VT,Citerne PB,SREM
198 BZC 06,TAUT dédiée,CAM
EF-032-GS,,VP
BR-666-TA,,VP
EF-087-YJ,,TRR
CN-548-AY,F.M.   ZC,SREM
CW-294-EE,F.M.   ZC,TRR
FX1326,Plateaux,TRR
CZ-649-PD,Tautl.  ZL,TRR
CZ-013-PD,Plateaux,TRR
CZ-755-VV,Tautl.  ZC,SREM
CZ-521-VV,Tautl.  ZC,SREM
CZ-148-VV,Tautl.  ZC,SREM
CZ-852-VT,Tautl.  ZC,SREM
CZ-658-VT,Tautl.  ZC,SREM
CZ-411-VT,Tautl.  ZC,SREM
CZ-675-VS,Tautl.  ZC,SREM
CZ-669-VM,Tautl.  ZC,SREM
DB-890-RS,Plateaux,SREM
CS-200-CT,Tautl.  ZC,TRR
DA-835-KY,F.M.   ZC,TRR
DC-478-HK,F.M.   ZC,TRR
DC-104-HK,Tautl.  ZL,TRR
DC-901-HJ,Tautl.  ZL,TRR
DC-208-HK,F.M.   ZC,TRR
DK-842-CJ,Plateau dédié,SREM
966 BMD 13,F.M.   ZC,TRR
AB-477-BM,F.M.   ZC,TRR
AJ-313-EA,Inconnue,TRR
AV-706-KR,F.M.   ZC,TRR
CZ-377-MF,Plateaux,SREM
XF1934,Plateau dédié,SREM
DJ-860-LQ,Benne TP,TRR
DJ-853-LQ,F.M.   ZC,TRR
DT-711-LF,Traction double poste,TRR
DT-718-LF,Traction double poste,TRR
DW-091-FP,Citerne pulvé double poste,CAM
DZ-463-AV,TAUT double poste,SREM
CN-082-RM,Inconnue,TRR
666 EEW 95,Inconnue,TRR
658 EEW 95,Inconnue,TRR
669 EEW 95,Inconnue,TRR
EC-729-FV,Inconnue,TRR
64 EQB 95,Inconnue,TRR
71 EQB 95,Inconnue,TRR
66 EQB 95,Inconnue,TRR
73 EQB 95,Inconnue,TRR
55 EQB 95,Inconnue,TRR
EA-061-SR,F.M.   ZC,SREM
EA-209-SR,F.M.   ZC,SREM
BX-781-LQ,Citerne Pulvé,SREM
EB-471-XR,F.M.   ZC,SREM
EC-740-GJ,F.M.   ZC,TRR
EC-458-GK,F.M.   ZC,TRR
EC-840-GK,Benne ferraille,TRR
EC-121-GL,Benne ferraille,TRR
EC-405-GL,TAUT dédiée,TRR
DN-500-FN,F.M.   ZC,TRR
DN-591-FP,Benne ferraille,TRR
DN-594-FP,Benne ferraille,TRR
DN-602-FP,Benne ferraille,TRR
DN-612-FP,Tautl.  ZL,TRR
DN-617-FP,F.M.   ZC,TRR
DN-620-FP,F.M.   ZC,TRR
DW-147-QX,F.M.   ZL,SREM
DW-086-QX,F.M.   ZC,SREM
DW-546-RQ,Tautl.  ZC,SREM
DW-693-RQ,Tautl.  ZC,SREM
DW-120-RQ,Tautl.  ZL,SREM
EC-608-GL,Benne ferraille,TRR
EC-317-GH,Citerne PN,TRR
EC-497-GH,Citerne PN,TRR
EC-789-GH,Citerne PN,TRR
EC-792-GL,Benne TP,TRR
EC-128-VX,F.M.   ZC,SREM
CQ-914-PH,Tautl.  ZC,SREM
ED-582-YA,Benne TP,SREM
ED-121-YB,Benne TP,SREM
EE-418-DG,,VP
862 ABF 76,Ampliroll,REM
FX1618,F.M.   ZL,TRR
EF-815-EY,Benne TP,SREM
CR-022-HG,Inconnue,TRR
CN-744-VQ,Plateaux,SREM
DD-644-RD,F.M.   ZC,TRR
DD-641-RD,F.M.   ZC,TRR
DD-651-RD,F.M.   ZC,TRR
DD-648-RD,F.M.   ZC,TRR
DD-654-RD,F.M.   ZC,TRR
DJ-514-JA,Inconnue,SREM
DJ-171-JA,Tautl.  ZL,SREM
DJ-688-JA,Inconnue,SREM
DJ-597-JA,Inconnue,SREM
DK-055-RC,Tautl.  ZC,TRR
DL-035-CN,Tautl.  ZC,TRR
DL-776-CM,Tautl.  ZC,TRR
DL-926-CM,F.M.   ZC,TRR
PNT38162,Inconnue,TRR
DQ-044-LD,F.M.   ZC,SREM
DQ-512-LD,F.M.   ZL,SREM
DQ-064-LZ,F.M.   ZL,SREM
DQ-988-NT,F.M.   ZC,SREM
EC-247-VB,F.M.   ZC,TRR
275 VS 88,Porteur < 19T,TRR
CP-288-BS,Citerne déchets,SREM
EF-591-RC,F.M.   ZC,TRR
EF-170-RD,Benne ferraille,TRR
CX-827-HX,Inconnue,TRR
FX5107,Tracteur Grue,TRR
BY-596-DH,Navettes,SREM
DZ-644-XF,F.M.   ZC,SREM
DZ-327-VX,F.M.   ZC,SREM
DZ-961-WF,Fond mouvant double poste,SREM
DZ-193-WG,Fond mouvant double poste,SREM
DZ-273-WG,Fond mouvant double poste,SREM
BC-040-WB,Service général,CTTE
DC-247-FX,,CTTE
EA-418-KP,F.M.   ZL,TRR
EA-920-KP,F.M.   ZL,TRR
EA-202-KQ,Plateau dédié,TRR
EA-499-KQ,Citerne Pulvé,TRR
EA-578-KR,Plateau dédié,TRR
EA-990-KR,F.M.   ZC,TRR
EA-175-KS,F.M.   ZC,TRR
EA-327-KS,F.M.   ZC,TRR
EA-680-SP,Benne ferraille,SREM
EA-827-SP,Benne ferraille,SREM
EA-988-SP,Benne ferraille,SREM
EA-196-SQ,Benne ferraille,SREM
FX8821,Affectation Fimalux,VP
DJ-457-YD,Benne TP,SREM
DZ-426-KA,,CTTE
AC-540-JW,Porteur Grue Dédié,CAM
DG-724-TG,Benne TP,TRR
DG-744-SZ,Tautl.  ZL,TRR
BY-198-PV,F.M.   ZC,TRR
DH-158-XX,Organisation dédiée,TRR
DH-009-WB,Tautl.  ZC,TRR
DH-823-WA,Tautl.  ZC,TRR
DH-153-XX,F.M.   ZC,TRR
DH-145-XX,F.M.   ZC,TRR
CD-735-CA,Inconnue,SREM
510 ESK 95,Porteur Grue Dédié,CAM
EB-414-JH,Porteur Grue,CAM
FX1601,Plateaux,TRR
732 XY 72,Inconnue,CAM
BM-451-ZG,,TRR
EB-279-MT,Ampliroll,CAM
EB-418-LM,Fond mouvant double poste,SREM
EB-723-LM,F.M.   ZC,SREM
EB-735-MF,Citerne Pulvé,TRR
EB-340-ZQ,Ampliroll,CAM
EA-033-WF,,VP
DZ-791-SM,,VP
CR-233-MP,Citerne Pulvé,TRR
CR-238-MP,Plateau dédié,TRR
CR-857-FT,Organisation dédiée,SREM
CR-936-FT,Organisation dédiée,SREM
CR-334-FV,Organisation dédiée,SREM
CR-477-FV,Organisation dédiée,SREM
CR-353-GT,Organisation dédiée,SREM
CR-877-GT,Organisation dédiée,SREM
CR-085-GV,Organisation dédiée,SREM
CR-232-JM,Organisation dédiée,SREM
CR-345-LS,Organisation dédiée,SREM
CR-476-LS,Organisation dédiée,SREM
CR-525-JM,Organisation dédiée,SREM
CS-240-DR,Organisation dédiée,SREM
CZ-931-PK,F.M.   ZC,SREM
CZ-467-ZR,F.M.   ZL,SREM
CZ-244-ZR,F.M.   ZC,SREM
CX-113-SN,Porte container,SRTC
DB-169-QL,Tautl.  ZL,SREM
DB-264-QL,Tautl.  ZC,SREM
DB-393-QL,Tautl.  ZL,SREM
DB-544-QL,Tautl.  ZL,SREM
DB-927-QS,Tautl.  ZL,SREM
DB-819-QL,Tautl.  ZL,SREM
DB-784-QS,Tautl.  ZL,SREM
DB-690-QT,Tautl.  ZC,SREM
DB-889-QT,Tautl.  ZL,SREM
WE310AL,Tautl.  ZL,SREM
WE308AL,Tautl.  ZL,SREM
WE312AL,Tautl.  ZL,SREM
WE313AL,Tautl.  ZL,SREM
WE311AL,Tautl.  ZL,SREM
CR-221-MP,F.M.   ZC,TRR
WE309AL,Tautl.  ZL,SREM
FX1412,Plateau dédié,TRR
FX1414,Plateaux,TRR
FX1415,F.M.   ZL,TRR
FX1416,F.M.   ZL,TRR
FX1417,Plateau dédié,TRR
PNT37426,Affectation SA,TRR
PNT37427,Affectation SA,TRR
PNT37428,Affectation SA,TRR
PNT37429,Affectation SA,TRR
PNT37430,Affectation SA,TRR
PNT37431,Affectation SA,TRR
PNT37432,Affectation SA,TRR
PNT37433,Affectation SA,TRR
PNT37434,Affectation SA,TRR
PNT37435,Affectation SA,TRR
PNT37436,Affectation SA,TRR
338 EFF 95,Porteur BG Dédié,CAM
EC-515-RA,F.M.   ZC,SREM
EC-649-RA,F.M.   ZC,SREM
EC-727-RA,Fond mouvant double poste,SREM
CQ-172-FS,,VP
DK-788-YS,Navettes,SREM
BH-757-BP,Inconnue,TRR
9187 SK 39,Benne TP,SREM
DZ-481-ZY,Benne TP,TRR
CQ-032-SP,TAUT dédiée,SREM
FX8890,Affectation Fimalux,VP
CV-806-CY,Porteur Grue,CAM
CV-118-FJ,Porteur Grue,CAM
CV-735-ZZ,Porteur Grue,CAM
CW-651-WM,Porteur Grue,CAM
EB-041-TT,F.M.   ZC,TRR
ED-134-AJ,Ampliroll,REM
AA-080-MQ,Organisation dédiée,CAM
EE-014-DM,F.M.   ZC,SREM
EE-336-DM,F.M.   ZC,SREM
CH-463-GA,Inconnue,SRTC
7980 XY 62,Ampliroll,CAM
EE-534-ZK,Organisation dédiée,REM
CS-979-SB,Benne TP,TRR
CR-979-ES,F.M.   ZC,SREM
DG-397-XQ,Ampliroll,CAM
DS-898-PH,Benne ferraille,TRR
DK-308-ZA,F.M.   ZC,SREM
BZ-362-PD,F.M.   ZC,SREM
BW-477-LB,Tautl.  ZL,TRR
FX5102,Plateaux,CAM
BD-022-FH,Inconnue,TRR
DN-327-EC,F.M.   ZC,TRR
DR-484-MY,TAUT dédiée,TRR
DR-220-MZ,Tautl.  ZC,TRR
DR-983-NR,Ampliroll,CAM
DR-736-WN,Citerne PN,TRR
DR-756-WN,Citerne PN,TRR
DR-729-WN,Citerne PN,TRR
DR-745-WN,Citerne PN,TRR
DR-697-WN,F.M.   ZC,TRR
DR-716-WN,F.M.   ZC,TRR
DV-338-ZT,Citerne PB,TRR
DV-055-ZT,F.M.   ZC,TRR
DL-611-ZQ,,VP
DV-811-YP,,VP
DY-056-PH,Plateau dédié,TRR
FX1320,Plateau dédié,TRR
FX1321,Plateaux,TRR
DB-758-KS,Plateaux,TRR
DB-767-KS,Traction double poste,TRR
FX1408,F.M.   ZL,TRR
DJ-988-GB,Plateau dédié,SREM
DJ-257-GC,Plateau dédié,SREM
DN-502-SL,F.M.   ZC,TRR
DN-521-SL,F.M.   ZC,TRR
DN-539-SL,F.M.   ZC,TRR
DN-556-SL,F.M.   ZC,TRR
DN-550-SL,F.M.   ZC,TRR
DQ-490-BW,F.M.   ZC,SREM
DQ-713-BW,F.M.   ZC,SREM
DQ-931-AV,F.M.   ZL,SREM
DQ-944-BV,F.M.   ZL,SREM
DQ-721-AV,Frigo,SREM
DQ-804-AV,Frigo,SREM
DQ-366-BM,Affectation SA,SREM
DQ-517-BM,Affectation SA,SREM
DL-936-AY,,CTTE
BW-211-BZ,Porteur BG Dédié,CAM
AN-372-SE,Service général,CTTE
EE-147-KM,Frigo double poste,CAM
CV-949-VQ,Ampliroll,CAM
CR-567-TY,Citerne PN,TRR
DV-409-EF,F.M.   ZC,TRR
DV-416-EF,Tautl.  ZC,TRR
DV-380-LJ,Tautl.  ZC,TRR
DV-158-LG,Traction,TRR
PNT43194,Affectation SA,TRR
PNT43195,Affectation SA,TRR
PNT43196,Affectation SA,TRR
PNT43197,Affectation SA,TRR
CD-660-ZL,Inconnue,TRR
BK-534-TQ,Benne TP,CAM
EB-655-LK,Organisation dédiée,CAM
CL-548-BP,,VP
EC-880-GG,F.M.   ZC,SREM
CK-730-SV,Plateaux,SREM
CC-105-CZ,F.M.   ZL,SREM
BH-451-EB,Administration,
CW-299-EV,F.M.   ZC,TRR
CX-471-NM,F.M.   ZL,TRR
CX-467-NM,Inconnue,TRR
CY-425-JB,Tautl.  ZC,SREM
CY-944-GC,Citerne PB,TRR
DJ-276-TY,F.M.   ZC,SREM
DP-864-LV,Citerne Pulvé,TRR
DP-869-LV,F.M.   ZC,TRR
DP-878-LV,F.M.   ZC,TRR
DP-888-LV,Tautl.  ZC,TRR
DR-501-ST,F.M.   ZC,TRR
DR-863-ST,F.M.   ZC,TRR
DT-042-TE,F.M.   ZC,TRR
DT-024-TE,F.M.   ZC,TRR
DT-014-TE,F.M.   ZL,TRR
