Immatriculation,Sous activité,Genre
DN-325-EM,F.M.   ZL,SREM
DN-159-JQ,F.M.   ZC,SREM
DN-279-LS,F.M.   ZC,SREM
CD-622-JJ,Plateaux,SREM
DQ-753-PH,Citerne Pulvé,TRR
DR-486-EB,F.M.   ZC,SREM
DR-383-EC,F.M.   ZC,SREM
DR-736-EC,F.M.   ZL,SREM
CQ-660-CG,Organisation dédiée,CAM
DR-689-ZC,Benne TP,TRR
DR-695-ZC,Benne TP,TRR
CM-075-HJ,Benne TP,SREM
BJ-478-KQ,Citerne déchets,SREM
CY-785-RX,F.M.   ZL,SREM
CY-618-RY,F.M.   ZC,SREM
CY-406-MH,F.M.   ZC,SREM
CY-360-MQ,F.M.   ZC,SREM
CY-699-QF,F.M.   ZC,SREM
CY-255-RB,F.M.   ZC,SREM
CY-185-RM,F.M.   ZC,SREM
945 VQ 88,,
BD-162-GA,Citerne pulvé double poste,SREM
2957 VS 88,Citerne Pulvé,SREM
8547 WN 26,F.M.   ZC,SREM
BZ-745-PW,F.M.   ZC,SREM
AW-485-ZB,Inconnue,SREM
CC-666-KN,F.M.   ZC,SREM
AP-391-AA,Tautl.  ZC,SREM
DF-799-FN,Tracteur Grue,SREM
CN-925-GM,Navettes,TAUT
DK-269-ZA,Inconnue,TAUT
CF-312-TR,Tautl.  ZL,TAUT
DT-614-VG,F.M.   ZC,TRR
DV-666-LS,Ampliroll,REM
BS-374-QB,Benne TP,SREM
BS-225-QB,Benne TP,SREM
DW-697-EB,Porte container,SREM
DW-972-XJ,Traction double poste,TRR
DW-583-XJ,TAUT double poste,TRR
DW-118-XJ,Tautl.  ZL,TRR
DW-583-XH,Tautl.  ZC,TRR
PORTEUR,,TRR
LOC1-0-0,,TRR
4541 YL 01,Porteur dédié,TRR
6031 TT 10,Porteur dédié,TRR
AR-778-QP,,CTTE
7176 TK 88,Benne ferraille,BEN
DX-156-CK,Benne TP,SREM
DX-488-CJ,Benne TP,SREM
DM-368-AX,,VP
DJ-071-AJ,,VP
CW-283-XE,,VP
DX-158-RZ,Plateaux,SREM
DX-030-QT,Tautl.  ZL,SREM
DX-651-QV,Tautl.  ZL,SREM
DX-732-QT,F.M.   ZC,SREM
454 EWA 95,Porteur Grue Dédié,CAM
727 EQQ 95,Porteur Grue Dédié,CAM
730 EQQ 95,Porteur Grue Dédié,CAM
DZ-986-VW,Benne TP,TRR
DZ-922-WE,Benne TP,TRR
DZ-597-WE,Benne TP,TRR
DZ-090-WE,Benne TP,TRR
DZ-704-WF,Benne TP,TRR
DZ-156-WA,Benne TP,TRR
DZ-206-WB,Benne TP,TRR
DZ-840-WC,Benne TP,TRR
DZ-470-VY,Benne TP,TRR
CS-156-ZA,F.M.   ZL,SREM
CS-015-ZA,F.M.   ZL,SREM
CR-140-QZ,Ampliroll,REM
AH-456-AC,Porteur Grue,CAM
DZ-690-VX,Fond mouvant double poste,TRR
DZ-473-VZ,F.M.   ZC,TRR
DZ-900-VY,F.M.   ZC,TRR
DZ-159-VZ,F.M.   ZC,TRR
DZ-110-VY,Fond mouvant double poste,TRR
DZ-340-VX,F.M.   ZC,TRR
CQ-818-PH,Tautl.  ZC,SREM
DA-271-WV,,VP
EA-686-SF,Citerne déchets,TRR
EA-983-SF,Citerne PN,TRR
EA-263-SG,Citerne PB,TRR
EA-380-SG,Citerne PB,TRR
EA-086-SH,Plateaux,TRR
EB-861-BS,Porteur Grue Dédié,CAM
FX1310,Inconnue,TRR
EB-896-DL,Plateau dédié,TRR
EB-582-EP,TAUT dédiée,SREM
EB-662-EP,Plateaux,SREM
EB-770-EP,Plateaux,SREM
EB-242-EP,Plateaux,SREM
CX-635-GF,F.M.   ZC,SREM
CX-321-DA,F.M.   ZC,SREM
CX-529-EM,F.M.   ZC,SREM
CV-871-SX,Service général,SREM
CV-044-SZ,F.M.   ZC,SREM
FX1323,Plateaux,TRR
DJ-807-MB,Benne TP,SRTC
DJ-905-MB,Benne TP,SRTC
DJ-742-MB,Benne TP,SRTC
DL-594-AM,Frigo double poste,CAM
DL-547-AM,Frigo double poste,CAM
DN-537-RJ,Tautl.  ZL,SREM
DN-638-RJ,Tautl.  ZL,SREM
DN-368-RK,Tautl.  ZL,SREM
DN-478-RK,Tautl.  ZL,SREM
DN-683-RN,Tautl.  ZC,SREM
DN-051-RP,Tautl.  ZC,SREM
DN-306-RP,Tautl.  ZC,SREM
DP-042-DQ,Affectation SA,SREM
DP-440-DQ,Affectation SA,SREM
DP-631-DQ,Affectation SA,SREM
DP-739-DQ,Affectation SA,SREM
DP-910-DQ,Affectation SA,SREM
DP-036-DR,Affectation SA,SREM
DP-898-CW,Tautl.  ZC,SREM
DP-167-DM,Tautl.  ZC,SREM
DP-306-DM,Tautl.  ZL,SREM
DP-439-DM,Tautl.  ZL,SREM
DP-355-EH,F.M.   ZL,SREM
DP-568-EH,F.M.   ZL,SREM
CZ-741-WW,F.M.   ZC,SREM
DA-440-QD,Tautl.  ZC,TRR
DA-447-QD,Tautl.  ZL,TRR
DA-453-QD,Tautl.  ZL,TRR
AT-311-WA,Plateau dédié,SREM
FX8811,Porteur dédié,CAM
FX1309,Inconnue,TRR
FX1311,Inconnue,TRR
FX1312,Inconnue,TRR
BT-083-LS,Porteur < 19T,CAM
1560 NH 52,F.M.   ZC,TRR
6894 NJ 52,Benne céréalière,TRR
93 NL 52,Benne céréalière,TRR
BB-991-LD,F.M.   ZC,TRR
2901 NQ 52,F.M.   ZC,TRR
AF-257-TE,F.M.   ZC,TRR
AV-989-ZY,Inconnue,TRR
CA-153-JJ,Benne céréalière,TRR
CD-045-MT,F.M.   ZC,TRR
CX-168-BS,F.M.   ZC,TRR
CX-598-QC,F.M.   ZC,TRR
DB-861-XG,F.M.   ZL,TRR
DB-868-XG,Tautl.  ZL,TRR
DB-874-XG,Tautl.  ZL,TRR
DB-878-XG,Tautl.  ZL,TRR
DB-790-XK,F.M.   ZL,TRR
DB-793-XK,F.M.   ZL,TRR
DB-779-XK,F.M.   ZL,TRR
DB-787-XK,F.M.   ZL,TRR
DB-794-XJ,Citerne pulvé double poste,TRR
DB-791-XJ,Citerne pulvé double poste,TRR
CK-528-SD,Véhicule courtoisie,CTTE
BN-526-KR,Porteur < 19T,CTTE
2872 NR 52,Benne céréalière,SREM
CL-370-YZ,Benne céréalière,SREM
BC-231-NH,Benne céréalière,SREM
BL-001-TP,Service général,SREM
1809 NF 52,Benne céréalière,SREM
CH-283-JJ,Benne céréalière,SREM
5231 MZ 52,Benne céréalière,SREM
BT-580-SH,Benne céréalière,SREM
1651 NM 52,Benne céréalière,SREM
DF-317-ET,F.M.   ZC,SREM
AL-964-DW,Benne céréalière,SREM
CR-524-DT,Location externe,SREM
CQ-314-KL,F.M.   ZC,SREM
BC-248-NH,Benne céréalière,SREM
BP-032-AZ,F.M.   ZC,SREM
DE-344-QR,Benne céréalière,SREM
DE-340-QR,Benne céréalière,SREM
DF-320-ET,F.M.   ZC,SERM
BV-222-TY,Benne céréalière,SREM
BA-021-XF,F.M.   ZC,SREM
BE-885-NQ,Benne céréalière,SREM
BG-895-DS,Benne céréalière,SREM
CR-552-VA,F.M.   ZC,SREM
DC-589-HJ,F.M.   ZC,SREM
DC-681-HJ,F.M.   ZC,SREM
DC-374-XC,F.M.   ZC,SREM
DG-084-AF,Traction double poste,TRR
DH-236-KP,F.M.   ZL,TRR
DH-600-KN,F.M.   ZL,TRR
DH-945-KN,Tautl.  ZC,TRR
DN-894-CL,F.M.   ZC,TRR
DP-476-CW,Benne ferraille,SREM
DP-602-CW,Benne ferraille,SREM
PNT38465,Affectation SA,TRR
PNT38467,F.M.   ZL,TRR
PNT38468,Affectation SA,TRR
PNT38469,F.M.   ZL,TRR
PNT38471,F.M.   ZL,TRR
DP-526-MR,F.M.   ZL,SREM
DP-786-MX,F.M.   ZL,SREM
DR-614-MM,Benne ferraille,TRR
DR-033-KH,F.M.   ZC,TRR
DR-353-KH,F.M.   ZL,TRR
FX1510,Plateau dédié,TRR
FX1511,Plateaux,TRR
FX1512,Plateaux,TRR
DW-956-CL,F.M.   ZC,TRR
DP-962-WT,Inconnue,CAM
DP-825-XH,,VP
DH-377-HW,,VP
CS-941-SB,Inconnue,TRR
CS-932-SB,Inconnue,TRR
CS-952-SB,Inconnue,TRR
CW-360-AZ,F.M.   ZC,SREM
CW-681-DH,F.M.   ZC,SREM
CW-062-DL,F.M.   ZC,SREM
CW-039-FZ,F.M.   ZC,SREM
CW-080-GA,F.M.   ZC,SREM
FX1503,Plateaux,TRR
CP-869-ED,,VP
BX-298-HX,,CTTE
DL-111-HG,,CTTE
DX-808-BY,F.M.   ZC,TRR
DX-812-BY,F.M.   ZC,TRR
FX1522,F.M.   ZL,TRR
BF-821-GY,Benne ferraille,BEN
CB-879-HN,Ampliroll,CAM
AZ-133-AY,Ampliroll,CAM
AY-566-KE,Ampliroll,CAM
BA-531-EE,F.M.   ZC,TRR
BD-663-RS,Atelier,TRR
BZ-878-QS,Inconnue,TRR
CL-733-QT,F.M.   ZC,TRR
CL-889-QK,F.M.   ZC,TRR
CQ-475-PM,F.M.   ZC,TRR
CY-193-QZ,F.M.   ZC,TRR
CY-525-QY,Inconnue,TRR
AA-123-AA,,TRR
CZ-642-RP,F.M.   ZC,TRR
DH-882-JW,Inconnue,TRR
DH-308-QM,F.M.   ZC,TRR
DN-829-CV,Inconnue,TRR
CF-115-SE,F.M.   ZC,SREM
DN-756-XF,F.M.   ZC,SREM
DN-721-XF,F.M.   ZC,SREM
DN-704-XF,F.M.   ZC,SREM
DN-736-XF,F.M.   ZC,SREM
DP-672-JP,F.M.   ZC,SREM
AD-215-HS,Tracteur Grue,TRR
146 DNP 95,Porteur Grue Dédié,REM
445 EWA 95,Porteur Grue Dédié,CAM
720 EKY 95,Porteur Grue Dédié,CAM
766 EWA 95,Porteur Grue Dédié,CAM
796 EHH 95,Porteur Grue Dédié,CAM
798 EFQ 95,Porteur Grue Dédié,CAM
CD-351-WW,Tracteur Grue,SREM
CA-167-GJ,Tracteur Grue,SRTC
DE-432-DC,Porteur Grue Dédié,CAM
DE-977-TS,Porteur Grue Dédié,CAM
DW-236-XR,Administration,VP
EA-994-CN,Plateau dédié,SREM
FX8822,Affectation Fimalux,VP
EB-951-EN,Plateaux,SREM
CT-186-ZN,F.M.   ZC,SREM
CT-059-ZR,F.M.   ZC,SREM
DA-227-WH,F.M.   ZC,TRR
DB-765-GT,TAUT dédiée,TRR
DB-775-GT,Tautl.  ZC,TRR
DB-784-GT,Tautl.  ZC,TRR
DB-792-GT,Tautl.  ZL,TRR
DB-413-GV,F.M.   ZC,TRR
DB-424-GV,F.M.   ZC,TRR
DB-430-GV,F.M.   ZC,TRR
DA-612-YF,Service général,CAM
AJ-022-RA,Plateaux,SREM
DD-778-MP,Inconnue,CAM
DL-183-ZG,Benne céréalière,SREM
DL-214-ZG,Benne céréalière,SREM
AK-523-ZZ,Inconnue,SREM
DL-245-ZG,Service général,SRTC
DQ-719-TC,Ampliroll,CAM
EB-731-EP,Plateaux,SREM
EB-706-EP,Plateaux,SREM
EB-012-EB,F.M.   ZL,SREM
CW-663-PC,Porteur Grue,CAM
CD-384-YG,Tautl.  ZC,SREM
BM7440,Affectation Fimalux,VP
290 AWP 31,,CTTE
EC-277-CK,Porteur Grue Dédié,CAM
CR-006-GV,Organisation dédiée,TRR
CR-068-HG,Organisation dédiée,TRR
CR-059-HG,Inconnue,TRR
CR-050-HG,Plateau dédié,TRR
CR-042-HG,Inconnue,TRR
CR-033-HG,Inconnue,TRR
CR-679-PN,Inconnue,TRR
CR-735-PL,Inconnue,TRR
CR-664-PN,Benne ZL,TRR
CR-673-PN,F.M.   ZC,TRR
CR-687-PN,F.M.   ZL,TRR
CR-594-TY,F.M.   ZC,TRR
CR-584-TY,F.M.   ZC,TRR
CR-589-TY,Inconnue,TRR
CR-606-TY,Traction double poste,TRR
CR-296-XD,Tautl.  ZL,TRR
CR-327-XD,Inconnue,TRR
CR-335-XD,Inconnue,TRR
CS-988-AC,Benne TP,TRR
CS-997-AC,Benne TP,TRR
FX1316,Plateaux,TRR
CW-918-QW,Ampliroll,CAM
CS-006-AD,Benne TP,TRR
FX1322,F.M.   ZL,TRR
231 RH 88,Benne TP,BEN
CM-589-PZ,Benne TP,BEN
5135 SV 88,Benne TP,BEN
7185 TK 88,Benne ferraille,BEN
8869 TQ 88,,TAUT
202 AMC 57,Plateaux,TAUT
223 ANK 57,Plateaux,TAUT
260 ATH 57,Plateaux,TAUT
2604 ZN 57,,PLAT
CP-771-WP,Plateau dédié,PLAT
5821 ZD 57,,PLAT
67 AQE 57,Plateaux,TAUT
86 ADL 57,,TAUT
870 ADP 57,Plateau dédié,PLAT
899 AMZ 57,Plateaux,TAUT
CX-155-SN,Plateaux,TAUT
BY-247-HG,Tautl.  ZC,TAUT
BY-709-HH,Inconnue,TAUT
BY-167-HH,Inconnue,TAUT
BY-607-HF,Inconnue,TAUT
CB-445-CH,Tautl.  ZC,TAUT
BY-843-HF,Tautl.  ZC,TAUT
BY-019-HG,Tautl.  ZC,TAUT
BY-144-HG,Tautl.  ZC,TAUT
697 VR 88,TAUT dédiée,FOUR
CA-938-CW,Tautl.  ZC,SREM
BY-350-HG,Inconnue,TAUT
BX-197-NJ,TAUT dédiée,SREM
BY-324-HJ,Tautl.  ZC,TAUT
BX-684-PR,TAUT dédiée,TAUT
766 VR 88,Citerne PB,SREM
BX-593-NJ,Tautl.  ZC,TAUT
BL-502-ML,,TAUT
AA-999-PE,Tautl.  ZC,SREM
CN-240-QV,Plateaux,PLA
CL-533-TK,Organisation dédiée,SREM
CL-679-TK,TAUT double poste,SREM
DG-869-DB,Tautl.  ZC,SREM
DD-706-FV,Service général,SREM
952 ABX 57,Plateaux,PLAT
XF1933,Plateau dédié,SREM
CF-051-XH,Benne 70,BEN
3280 SV 88,Benne 70,BEN
CL-014-CA,Benne TP,BEN
CK-864-RL,Benne TP,BEN
2914 SW 88,Benne TP,BEN
CM-146-HJ,Benne TP,SREM
CM-991-HH,Benne TP,SREM
4861 VM 88,Benne TP,SREM
BX-724-NJ,Plateaux,PLAT
CN-871-AD,Tautl.  ZC,SREM
AD-247-WR,,BEN
CB-896-QA,Inconnue,TAUT
2147 QP 69,Navettes,TAUT
AC-486-DG,Benne TP,SREM
CK-230-KG,Citerne déchets,SREM
CL-453-XY,Benne TP,SREM
AE-182-PA,Citerne PB,SREM
CC-952-FZ,Citerne Pulvé,SREM
6024 TC 88,,TAUT
AD-846-WF,Tautl.  ZL,SREM
AD-322-WG,Tautl.  ZL,SREM
AJ-022-RA,,TAUT
AJ-595-QZ,Plateau dédié,SREM
AN-467-GY,Inconnue,SREM
AE-746-QK,F.M.   ZL,FM
AE-941-QK,F.M.   ZL,FM
AF-700-VC,F.M.   ZC,FM
AJ-494-RA,Plateau dédié,TAUT
AJ-231-RA,Plateau dédié,SREM
3029 SR 39,F.M.   ZL,SREM
DG-186-GV,F.M.   ZL,FM
AF-051-SX,F.M.   ZC,SREM
AG-599-AT,Inconnue,SREM
AG-746-BW,F.M.   ZL,SREM
AG-488-BW,F.M.   ZL,SREM
AN-523-GV,F.M.   ZC,SREM
CP-685-GA,TAUT double poste,FOUR
CZ-934-EL,Benne ferraille,SREM
DQ-314-LR,Benne ferraille,TAUT
8036 TS 88,Benne ferraille,BEN
DQ-933-BM,Citerne Pulvé,PULV
3103 VP 88,Benne ferraille,BEN
CL-374-ES,Benne ferraille,SREM
AV-390-FX,Benne ferraille,SREM
321 BCV 57,Inconnue,BEN
8878 SK 88,Tautl.  ZL,TAUT
9403 TR 88,Tautl.  ZL,TAUT
1482 SQ 88,Citerne Pulvé,PULV
1483 SQ 88,Benne TP,BEN
1476 SQ 88,Benne ferraille,BEN
AS-903-PS,Benne ferraille,BEN
AS-879-PS,Benne ferraille,BEN
CL-236-ES,Benne ferraille,BEN
CZ-822-HV,Benne ferraille,BEN
CQ-553-VD,Benne TP,BEN
CX-190-QT,Benne TP,BEN
CZ-289-PL,Benne ferraille,SREM
7178 TK 88,Benne ferraille,SREM
7193 TK 88,Benne ferraille,SREM
AS-940-PS,Inconnue,BEN
7173 TK 88,Benne ferraille,BEN
CX-162-QT,Benne TP,BEN
CZ-814-LJ,Benne TP,BEN
DC-413-BL,Tautl.  ZC,TAUT
BG-689-KK,Frigo double poste,TAUT
CD-573-YG,TAUT dédiée,SREM
1787 RR 88,Benne 67,BEN
8866 RY 88,Benne ferraille,BEN
AW-257-ZL,Benne TP,BEN
CS-671-FE,Citerne Pulvé,PULV
CZ-090-BH,Benne TP,SREM
CZ-539-MH,Benne TP,BEN
CD-743-YG,Tautl.  ZL,TAUT
CD-794-YG,TAUT dédiée,TAUT
CD-712-YG,Tautl.  ZC,TAUT
3107 VP 88,Citerne Pulvé,SREM
CP-681-WP,Benne TP,SREM
CP-628-GA,Benne TP,SREM
CD-862-YG,Tautl.  ZL,TAUT
CD-014-YH,TAUT dédiée,TAUT
2956 VS 88,Inconnue,CIT
CM-732-HE,Benne TP,SREM
4489 VR 88,Benne TP,BEN
CN-116-HV,Benne TP,SREM
XF1908,Plateaux,SREM
BV-061-TR,Tautl.  ZL,TAUT
BV-774-TQ,Tautl.  ZL,TAUT
BV-982-TQ,Tautl.  ZL,SREM
CC-423-MH,Benne TP,SREM
DB-725-TF,Ampliroll,CAM
8093 VS 88,Citerne PN,CIT
8095 VS 88,Citerne PN,CIT
287 VN 88,Tautl.  ZL,TAUT
297 VN 88,Tautl.  ZL,TAUT
302 VN 88,Tautl.  ZC,TAUT
295 VN 88,Tautl.  ZL,TAUT
DB-124-ZZ,F.M.   ZC,SREM
CC-458-AT,Benne TP,SREM
XF1922,Plateau dédié,SREM
XF1921,Plateau dédié,SREM
XF1923,Plateau dédié,SREM
CC-489-KN,F.M.   ZC,SREM
CC-377-KN,F.M.   ZC,SREM
CC-059-KN,F.M.   ZC,SREM
CC-627-KM,F.M.   ZC,SREM
CC-803-KM,F.M.   ZC,SREM
CC-939-KM,F.M.   ZC,SREM
CC-226-KN,F.M.   ZC,SREM
842 CBV 57,Benne TP,BEN
798 VT 88,Organisation dédiée,SREM
AA-051-KA,Benne TP,SREM
4492 NR 76,,BEN
630 WR 45,,BEN
CL-968-WG,Inconnue,TAUT
9976 VM 88,Inconnue,BEN
CN-048-QT,Plateaux,SREM
CH-296-FK,F.M.   ZC,FM
BN-974-PN,Citerne PN,SREM
DK-604-AF,Tautl.  ZL,SREM
DK-568-AF,Tautl.  ZL,SREM
DK-637-AF,Tautl.  ZL,SREM
BM-614-BH,Location externe,SREM
BM-433-MQ,F.M.   ZC,FM
CA-065-FZ,Tautl.  ZL,SREM
CH-139-JQ,Citerne PB,SREM
DF-657-HF,Tautl.  ZC,SREM
CC-232-DB,F.M.   ZL,SREM
CT-118-CE,F.M.   ZC,FM
CC-708-CY,Tautl.  ZL,SREM
DF-413-HF,Tautl.  ZL,TAUT
CV-999-MW,F.M.   ZL,FM
DK-664-AF,TAUT double poste,SREM
DB-074-VX,Tautl.  ZC,SREM
DB-028-VX,TAUT double poste,SREM
DR-478-BN,TAUT dédiée,SREM
DK-683-AF,TAUT double poste,SREM
CQ-025-NF,F.M.   ZL,FM
6090 WJ 62,TAUT dédiée,TAUT
BM-276-MQ,F.M.   ZC,FM
EA-335-EX,TAUT double poste,SREM
9613 VT 88,Tautl.  ZC,SREM
1099 VV 88,Tautl.  ZC,SREM
AV-982-BS,Citerne PN,SREM
BD-209-SD,Citerne PN,SREM
AV6224,Plateaux,SREM
BW-463-CX,F.M.   ZL,SREM
AV6223,Plateaux,SREM
5524 TZ 88,Tautl.  ZC,FOUR
CN-757-YK,,TAUT
DR-418-BN,TAUT double poste,SREM
5479 TZ 88,Plateaux,SREM
CB-820-QC,Tautl.  ZC,SREM
DA-647-VV,Tautl.  ZC,TAUT
CC-965-TZ,Tautl.  ZC,TAUT
2859 RW 88,Citerne PB,CIT
BH-744-YV,Citerne PB,SREM
CL-928-BZ,Benne TP,BEN
BY-214-DH,TAUT double poste,TAUT
8891 RN 88,Navettes,TAUT
983 AXC 51,Inconnue,BEN
CK-982-KF,Citerne déchets,SREM
5915 RP 88,,BEN
8615 RS 88,Benne TP,BEN
BX-100-LS,Plateaux,PLAT
HB4388,Plateaux,SREM
HB4390,,PLAT
HB4392,,PLAT
HB4391,,PLAT
HB4389,,PLAT
CQ-925-KS,Tautl.  ZC,SREM
CP-090-EN,F.M.   ZC,TAUT
DD-971-BH,Tautl.  ZL,SREM
CH-386-FK,F.M.   ZL,SREM
CM-043-BS,Inconnue,TAUT
CN-396-JZ,Tautl.  ZC,SREM
BX-868-HW,Tautl.  ZL,SREM
CE-829-MD,Tautl.  ZL,TAUT
985 AXC 51,,BEN
CL-652-LG,Benne TP,BEN
BY-834-HG,Navettes,TAUT
2914 SW 88,Benne TP,BEN
DD-790-BH,Tautl.  ZC,SREM
DD-966-BH,Tautl.  ZL,SREM
CD-711-AL,Tautl.  ZL,TAUT
CE-097-MD,Tautl.  ZL,TAUT
CE-235-MD,Tautl.  ZL,TAUT
CN-230-GM,F.M.   ZL,FM
DH-554-RD,Tautl.  ZL,SREM
DF-498-HF,Tautl.  ZL,TAUT
DF-361-HF,Tautl.  ZL,TAUT
DF-459-HF,Tautl.  ZL,SREM
CN-186-QT,F.M.   ZC,FM
7804 TW 88,,FOUR
CZ-985-PK,Tautl.  ZC,SREM
7807 TW 88,Inconnue,FOUR
CP-865-ZS,Tautl.  ZC,TAUT
6994 TY 88,Plateaux,TAUT
CP-932-ZR,Tautl.  ZC,SREM
CP-653-ZS,Tautl.  ZC,TAUT
CP-375-ZS,Tautl.  ZC,TAUT
CP-013-ZT,Tautl.  ZC,SREM
BY-432-BB,Service général,SREM
CP-189-ZS,Tautl.  ZC,TAUT
CP-588-ZS,Navettes,SREM
CP-426-ZS,Tautl.  ZC,TAUT
CP-816-ZS,Tautl.  ZC,TAUT
CP-959-ZS,Tautl.  ZC,SREM
CK-881-QN,Citerne PB,SREM
CH-117-VD,Citerne PB,SREM
9781 TD 88,Plateaux,PLAT
9782 TD 88,Plateaux,PLAT
9783 TD 88,Navettes,TAUT
6042 VK 88,Inconnue,SREM
DP-612-FP,TAUT dédiée,TAUT
DC-582-VX,Tautl.  ZC,SREM
DC-154-WS,Service général,SREM
CK-109-RG,Plateaux,PLAT
8718 PM 62,TAUT dédiée,PLAT
988 APZ 57,Plateaux,PLAT
DG-494-DA,TAUT dédiée,TAUT
CV-087-MX,Benne TP,SREM
CQ-117-PG,Inconnue,PLAT
CQ-351-PE,Tautl.  ZC,SREM
CM-733-QA,Tautl.  ZC,SAV
24 SY 62,,PC
992 AXC 51,,BEN
DF-181-DW,TAUT dédiée,SREM
CK-946-RF,Plateaux,PLAT
BW-807-HB,F.M.   ZC,SREM
6043 VK 88,Tracteur Grue,SAV
AG-174-AV,Benne 70,BEN
CN-109-YJ,Plateaux,SREM
BS-017-QX,Benne TP,SREM
CL-397-XY,Benne TP,SREM
CP-327-BS,Citerne PN,SREM
8351 SQ 88,,PLAT
CK-794-SV,Plateaux,PLAT
AX-990-PH,Benne TP,BEN
BA-741-ZT,F.M.   ZC,SREM
BE-876-CV,Plateaux,PLAT
CQ-155-KS,Tautl.  ZC,SREM
2135 YL 62,,BEN
CQ-250-PE,Tautl.  ZC,SREM
6398 TG 88,Plateaux,TAUT
5448 VX 69,Inconnue,PLAT
985 BBF 57,,BEN
TG9118,Plateaux,SREM
997 BBF 57,Benne TP,BEN
DF-236-DW,TAUT dédiée,TAUT
DD-209-FW,Service général,SREM
DP-686-FQ,Service général,SREM
4686 VQ 62,,TAUT
CP-491-CZ,Tautl.  ZC,SREM
4667 VQ 62,,TAUT
BZ-768-DK,Tautl.  ZL,SREM
AV-631-YP,Tautl.  ZC,TAUT
CE-691-MD,Tautl.  ZL,TAUT
CN-392-KA,Plateaux,SREM
418 YC 57,Plateaux,PLAT
CN-285-JY,Inconnue,TAUT
CZ-560-MH,F.M.   ZC,SREM
CQ-730-KR,Tautl.  ZC,SREM
Q7638,,PLAT
DP-608-FQ,TAUT dédiée,SREM
DD-828-FX,TAUT dédiée,SREM
CN-240-PT,Plateau dédié,SREM
CP-152-GA,F.M.   ZC,SREM
CN-849-PR,F.M.   ZC,FM
CX-409-HT,Benne TP,BEN
CC-841-FZ,Benne TP,SREM
CQ-097-EN,Citerne Pulvé,SREM
CC-424-RF,Citerne Pulvé,SREM
7111 TC 69,Plateau dédié,SREM
7865 PF 76,F.M.   ZC,BEN
CQ-546-PF,Tautl.  ZL,SAV
CQ-588-PF,Tautl.  ZC,SREM
CX-310-KJ,Benne TP,BEN
CX-812-KK,Benne TP,BEN
6972 VM 88,Benne TP,SREM
XF1904,Plateaux,SREM
XF1903,Plateaux,TAUT
CL-524-ER,Inconnue,SREM
BZ-481-EP,F.M.   ZC,SREM
EA-450-JG,Affectation SA,SREM
CD-497-BZ,Benne TP,SREM
DZ-619-FG,Citerne PN,SREM
CP-613-EN,Plateau dédié,SREM
CM-456-QA,Tautl.  ZC,TAUT
CM-778-QA,Tautl.  ZC,SREM
CN-003-QT,Benne TP,PLAT
DZ-831-FF,Citerne PN,SREM
516 VP 88,Citerne PN,SREM
CA-882-CV,F.M.   ZL,FM
BY-037-BF,Tautl.  ZC,SREM
BY-905-BE,Tautl.  ZC,SREM
392 AAV 60,Tautl.  ZC,SREM
CZ-040-PL,Tautl.  ZC,TAUT
CZ-482-VK,Plateaux,SREM
CA-684-CV,Tautl.  ZL,TAUT
CB-391-ZB,Benne TP,SREM
CB-454-ZB,Benne TP,BEN
CD-806-BZ,Tracteur Grue,TAUT
CN-183-PS,TAUT dédiée,TAUT
6969 VM 88,Benne TP,SREM
XF1902,Plateaux,SREM
EB-709-LK,Affectation SA,SREM
BZ-664-EP,Navettes,SREM
CL-153-XY,Inconnue,SREM
CL-222-XY,F.M.   ZC,SREM
BY-447-NL,F.M.   ZL,FM
DQ-337-LR,Affectation SA,SREM
BY-308-NL,Tautl.  ZC,TAUT
BY-923-KH,Organisation dédiée,TAUT
BY-374-NL,Frigo double poste,SREM
BY-070-KJ,Tautl.  ZC,TAUT
BY-227-NL,Tautl.  ZC,TAUT
BY-162-NL,Benne TP,SREM
BY-473-KJ,Organisation dédiée,TAUT
BY-392-KJ,Organisation dédiée,TAUT
BY-781-KH,Tautl.  ZC,SREM
CX-420-KH,Tautl.  ZC,SREM
CX-842-KH,Tautl.  ZC,SREM
CX-715-KH,Tautl.  ZC,SREM
CX-770-KH,Tautl.  ZC,SREM
CB-048-CH,Tautl.  ZC,TAUT
CB-751-CG,Tautl.  ZC,TAUT
CB-570-QC,Tautl.  ZC,TAUT
CB-945-QA,Tautl.  ZC,TAUT
CB-996-QA,Tautl.  ZC,TAUT
CB-102-CH,Inconnue,TAUT
CB-152-CH,Inconnue,TAUT
CB-375-CH,Tautl.  ZC,TAUT
CB-496-CH,Tautl.  ZC,TAUT
CB-202-CH,Tautl.  ZC,TAUT
CB-330-CH,Inconnue,TAUT
CB-556-CH,Tautl.  ZC,TAUT
4820 VM 88,Benne TP,SREM
CA-773-CV,Tautl.  ZL,TAUT
4869 VM 88,Benne TP,SREM
CB-496-QC,Tautl.  ZC,TAUT
CB-341-QC,Tautl.  ZC,TAUT
CB-291-QC,Tautl.  ZC,TAUT
4864 VM 88,Benne TP,SREM
DQ-766-LR,Affectation SA,SREM
BY-471-KH,Organisation dédiée,TAUT
BY-395-KH,Tautl.  ZC,SREM
BY-978-NK,Tautl.  ZC,SREM
BY-305-NL,Tautl.  ZC,TAUT
CC-729-KW,F.M.   ZC,SREM
BY-157-KK,Tautl.  ZC,SREM
BY-694-KJ,Tautl.  ZC,SREM
